timestamp,device_id,device_type,src_ip,dst_ip,protocol,source_port,destination_port,packet_rate,byte_rate,packet_size,connection_duration,attack_type,label
2025-11-12 18:52:44,dev_020,SmartLight,10.108.38.53,192.168.1.1,mqtt,24572,80,66,408,6.18,2.94,normal,Normal
2025-11-12 18:50:53,dev_003,SmartCam,10.115.216.104,192.168.1.1,mqtt,34747,443,165,5356,32.46,1.03,normal,Normal
2025-11-12 18:59:32,dev_006,SmartLight,10.153.168.209,192.168.1.1,http,28833,1883,47,1734,36.89,5.57,normal,Normal
2025-11-12 18:53:00,dev_010,SmartCam,10.34.14.52,192.168.1.1,udp,30194,80,350,2889,8.25,4.48,normal,Normal
2025-11-12 18:56:44,dev_014,IndustrialSensor,10.214.98.89,192.168.1.1,mqtt,29514,5683,220,4345,19.75,5.1,normal,Normal
2025-11-12 18:57:00,dev_012,SmartLight,10.82.163.105,192.168.1.1,mqtt,39349,5683,50,1917,38.34,4.24,normal,Normal
2025-11-12 18:50:35,dev_016,WeatherNode,10.81.98.5,192.168.1.1,coap,27876,5683,43,1417,32.95,2.47,normal,Normal
2025-11-12 18:48:17,dev_008,SmartPlug,10.64.75.170,192.168.1.1,http,26967,80,107,1611,15.06,5.29,normal,Normal
2025-11-12 18:53:46,dev_013,SmartLight,10.187.191.20,192.168.1.1,http,33764,443,52,2035,39.13,4.86,normal,Normal
2025-11-12 18:53:04,dev_011,Thermostat,10.188.167.2,192.168.1.1,coap,21555,443,78,1411,18.09,3.2,normal,Normal
2025-11-12 18:52:50,dev_014,IndustrialSensor,10.214.98.89,192.168.1.1,mqtt,29397,443,185,4516,24.41,0.85,normal,Normal
2025-11-12 18:47:42,dev_010,SmartCam,10.34.14.52,192.168.1.1,mqtt,30035,502,376,2054,5.46,1.65,normal,Normal
2025-11-12 18:53:38,dev_006,SmartLight,10.153.168.209,192.168.1.1,mqtt,28656,5683,35,1397,39.91,4.6,normal,Normal
2025-11-12 18:53:04,dev_012,SmartLight,10.82.163.105,192.168.1.1,mqtt,39231,80,42,1893,45.07,1.21,normal,Normal
2025-11-12 18:49:37,dev_003,SmartCam,10.115.216.104,192.168.1.1,udp,34709,5683,154,7510,48.77,2.05,normal,Normal
2025-11-12 18:56:22,dev_020,SmartLight,10.108.38.53,192.168.1.1,mqtt,24681,443,79,343,4.34,1.74,normal,Normal
2025-11-12 18:52:58,dev_014,IndustrialSensor,10.214.98.89,192.168.1.1,udp,29401,5683,148,3453,23.33,4.58,normal,Normal
2025-11-12 18:55:12,dev_011,Thermostat,10.188.167.2,192.168.1.1,mqtt,21619,80,87,1467,16.86,4.88,normal,Normal
2025-11-12 18:51:10,dev_007,DoorLock,10.237.110.233,192.168.1.1,coap,21935,443,124,2573,20.75,3.67,normal,Normal
2025-11-12 18:55:28,dev_020,SmartLight,10.108.38.53,192.168.1.1,mqtt,24654,5683,157,2092,13.32,162.62,DataExfil,Attack
2025-11-12 18:53:13,dev_002,WeatherNode,10.247.115.232,192.168.1.1,udp,39400,502,168,923,5.49,3.51,normal,Normal
2025-11-12 18:55:32,dev_013,SmartLight,10.187.191.20,192.168.1.1,http,33817,1883,48,1836,38.25,1.79,normal,Normal
2025-11-12 18:53:53,dev_008,SmartPlug,10.64.75.170,192.168.1.1,mqtt,27135,502,105,2221,21.15,5.98,normal,Normal
2025-11-12 18:55:11,dev_017,IndustrialSensor,10.230.78.152,192.168.1.1,mqtt,26364,80,274,3638,13.28,0.4,normal,Normal
2025-11-12 18:51:40,dev_001,DoorSensor,10.243.163.37,192.168.1.1,coap,27458,443,82,1015,12.38,4.15,normal,Normal
2025-11-12 18:45:28,dev_007,DoorLock,10.237.110.233,192.168.1.1,coap,21764,5683,125,2825,22.6,5.44,normal,Normal
2025-11-12 18:56:31,dev_003,SmartCam,10.115.216.104,192.168.1.1,tcp,34916,80,150,7260,48.4,1.55,normal,Normal
2025-11-12 18:50:53,dev_008,SmartPlug,10.64.75.170,192.168.1.1,mqtt,27045,502,150,1195,7.97,4.86,normal,Normal
2025-11-12 18:55:37,dev_008,SmartPlug,10.64.75.170,192.168.1.1,mqtt,27187,5683,122,2564,21.02,3.59,normal,Normal
2025-11-12 18:52:00,dev_007,DoorLock,10.237.110.233,192.168.1.1,http,21960,1883,157,2361,15.04,0.45,normal,Normal
2025-11-12 18:49:49,dev_002,WeatherNode,10.247.115.232,192.168.1.1,coap,39298,1883,165,1042,6.32,1.84,normal,Normal
2025-11-12 18:53:33,dev_018,DoorLock,10.68.176.42,192.168.1.1,coap,29712,1883,149,404,2.71,5.95,normal,Normal
2025-11-12 18:49:49,dev_015,SmartPlug,10.195.163.166,192.168.1.1,http,28370,1883,66,1068,16.18,2.39,normal,Normal
2025-11-12 18:46:57,dev_019,SmartPlug,10.215.64.136,192.168.1.1,mqtt,27898,502,43,1873,43.56,4.35,normal,Normal
2025-11-12 18:52:22,dev_001,DoorSensor,10.243.163.37,192.168.1.1,coap,27479,5683,113,1306,11.56,1.53,normal,Normal
2025-11-12 18:54:03,dev_018,DoorLock,10.68.176.42,192.168.1.1,http,29727,5683,134,561,4.19,2.15,normal,Normal
2025-11-12 18:51:09,dev_019,SmartPlug,10.215.64.136,192.168.1.1,mqtt,28024,1883,45,2767,61.49,0.94,normal,Normal
2025-11-12 18:56:19,dev_003,SmartCam,10.115.216.104,192.168.1.1,udp,34910,80,208,5848,28.12,4.25,normal,Normal
2025-11-12 18:56:38,dev_020,SmartLight,10.108.38.53,192.168.1.1,mqtt,24689,502,58,263,4.53,3.11,normal,Normal
2025-11-12 18:50:12,dev_012,SmartLight,10.82.163.105,192.168.1.1,http,39145,502,57,1926,33.79,3.87,normal,Normal
2025-11-12 18:52:22,dev_012,SmartLight,10.82.163.105,192.168.1.1,mqtt,39210,80,70,1998,28.54,1.63,normal,Normal
2025-11-12 18:48:48,dev_013,SmartLight,10.187.191.20,192.168.1.1,http,33615,1883,47,1952,41.53,3.59,normal,Normal
2025-11-12 18:52:26,dev_007,DoorLock,10.237.110.233,192.168.1.1,coap,21973,80,142,1419,9.99,5.94,normal,Normal
2025-11-12 18:51:24,dev_010,SmartCam,10.34.14.52,192.168.1.1,tcp,30146,1883,396,2232,5.64,3.12,normal,Normal
2025-11-12 18:49:37,dev_002,WeatherNode,10.247.115.232,192.168.1.1,coap,39292,502,114,1103,9.68,0.97,normal,Normal
2025-11-12 18:54:59,dev_018,DoorLock,10.68.176.42,192.168.1.1,http,29755,80,66,448,6.79,4.36,normal,Normal
2025-11-12 18:48:39,dev_016,WeatherNode,10.81.98.5,192.168.1.1,udp,27818,443,34,1413,41.56,1.05,normal,Normal
2025-11-12 18:52:13,dev_015,SmartPlug,10.195.163.166,192.168.1.1,mqtt,28442,443,45,981,21.8,1.65,normal,Normal
2025-11-12 18:53:00,dev_011,Thermostat,10.188.167.2,192.168.1.1,mqtt,21553,502,98,1005,10.26,3.31,normal,Normal
2025-11-12 18:54:05,dev_017,IndustrialSensor,10.230.78.152,192.168.1.1,mqtt,26331,1883,369,7043,19.09,2.52,normal,Normal
2025-11-12 18:55:21,dev_008,SmartPlug,10.64.75.170,192.168.1.1,mqtt,27179,5683,94,2562,27.26,1.26,normal,Normal
2025-11-12 18:51:53,dev_015,SmartPlug,10.195.163.166,192.168.1.1,mqtt,28432,443,60,852,14.2,1.25,normal,Normal
2025-11-12 18:58:50,dev_020,SmartLight,10.108.38.53,192.168.1.1,http,24755,80,168,1995,11.88,0.69,Scan,Attack
2025-11-12 18:47:12,dev_011,Thermostat,10.188.167.2,192.168.1.1,mqtt,21379,502,117,1532,13.09,1.11,normal,Normal
2025-11-12 18:57:12,dev_013,SmartLight,10.187.191.20,192.168.1.1,http,33867,1883,48,1284,26.75,4.86,normal,Normal
2025-11-12 18:49:55,dev_016,WeatherNode,10.81.98.5,192.168.1.1,udp,27856,1883,52,1684,32.38,2.06,normal,Normal
2025-11-12 18:49:48,dev_007,DoorLock,10.237.110.233,192.168.1.1,http,21894,5683,134,2249,16.78,3.47,normal,Normal
2025-11-12 18:45:43,dev_019,SmartPlug,10.215.64.136,192.168.1.1,mqtt,27861,1883,40,2477,61.92,4.29,normal,Normal
2025-11-12 18:50:07,dev_005,WeatherNode,10.88.221.79,192.168.1.1,coap,31859,443,125,2212,17.7,1.19,normal,Normal
2025-11-12 18:57:28,dev_012,SmartLight,10.82.163.105,192.168.1.1,http,39363,502,60,2016,33.6,5.62,normal,Normal
2025-11-12 18:51:23,dev_008,SmartPlug,10.64.75.170,192.168.1.1,mqtt,27060,1883,104,1534,14.75,3.79,normal,Normal
2025-11-12 18:57:15,dev_003,SmartCam,10.115.216.104,192.168.1.1,tcp,34938,443,164,5854,35.7,4.36,normal,Normal
2025-11-12 18:53:15,dev_002,WeatherNode,10.247.115.232,192.168.1.1,udp,39401,502,134,1362,10.16,5.21,normal,Normal
2025-11-12 18:52:50,dev_012,SmartLight,10.82.163.105,192.168.1.1,http,39224,1883,44,1937,44.02,5.98,normal,Normal
2025-11-12 18:56:16,dev_020,SmartLight,10.108.38.53,192.168.1.1,mqtt,24678,5683,82,523,6.38,1.7,normal,Normal
2025-11-12 18:53:24,dev_006,SmartLight,10.153.168.209,192.168.1.1,mqtt,28649,5683,42,1844,43.9,0.86,normal,Normal
2025-11-12 18:55:51,dev_005,WeatherNode,10.88.221.79,192.168.1.1,coap,32031,502,122,3037,24.89,2.87,normal,Normal
2025-11-12 18:50:13,dev_016,WeatherNode,10.81.98.5,192.168.1.1,coap,27865,1883,48,2049,42.69,3.15,normal,Normal
2025-11-12 18:55:09,dev_002,WeatherNode,10.247.115.232,192.168.1.1,coap,39458,443,153,1190,7.78,0.41,normal,Normal
2025-11-12 18:51:44,dev_006,SmartLight,10.153.168.209,192.168.1.1,mqtt,28599,1883,54,1245,23.06,1.13,normal,Normal
2025-11-12 18:58:04,dev_006,SmartLight,10.153.168.209,192.168.1.1,http,28789,502,61,1438,23.57,2.91,normal,Normal
2025-11-12 18:51:48,dev_014,IndustrialSensor,10.214.98.89,192.168.1.1,mqtt,29366,443,195,2787,14.29,3.61,normal,Normal
2025-11-12 18:51:47,dev_015,SmartPlug,10.195.163.166,192.168.1.1,http,28429,1883,50,783,15.66,0.35,normal,Normal
2025-11-12 18:53:37,dev_016,WeatherNode,10.81.98.5,192.168.1.1,coap,27967,80,32,1817,56.78,5.61,normal,Normal
2025-11-12 18:57:01,dev_016,WeatherNode,10.81.98.5,192.168.1.1,coap,28069,1883,46,1636,35.57,4.7,normal,Normal
2025-11-12 18:50:29,dev_008,SmartPlug,10.64.75.170,192.168.1.1,http,27033,1883,131,2703,20.63,2.79,normal,Normal
2025-11-12 18:47:18,dev_010,SmartCam,10.34.14.52,192.168.1.1,mqtt,30023,80,338,2368,7.01,1.32,normal,Normal
2025-11-12 18:57:53,dev_015,SmartPlug,10.195.163.166,192.168.1.1,http,28612,443,45,808,17.96,5.34,normal,Normal
2025-11-12 18:48:35,dev_005,WeatherNode,10.88.221.79,192.168.1.1,udp,31813,502,125,2064,16.51,1.64,normal,Normal
2025-11-12 18:54:25,dev_019,SmartPlug,10.215.64.136,192.168.1.1,mqtt,28122,502,38,1466,38.58,1.7,normal,Normal
2025-11-12 18:49:26,dev_004,IndustrialSensor,10.144.249.128,192.168.1.1,udp,39661,502,208,3878,18.64,4.3,normal,Normal
2025-11-12 18:47:01,dev_018,DoorLock,10.68.176.42,192.168.1.1,http,29516,5683,105,552,5.26,2.98,normal,Normal
2025-11-12 18:51:43,dev_003,SmartCam,10.115.216.104,192.168.1.1,mqtt,34772,1883,182,4697,25.81,0.41,normal,Normal
2025-11-12 18:58:30,dev_020,SmartLight,10.108.38.53,192.168.1.1,mqtt,24745,1883,99,390,3.94,1.78,normal,Normal
2025-11-12 18:52:55,dev_016,WeatherNode,10.81.98.5,192.168.1.1,udp,27946,80,36,958,26.61,1.8,normal,Normal
2025-11-12 18:51:19,dev_016,WeatherNode,10.81.98.5,192.168.1.1,coap,27898,502,33,1456,44.12,1.17,normal,Normal
2025-11-12 18:58:08,dev_004,IndustrialSensor,10.144.249.128,192.168.1.1,udp,39922,5683,359,4649,12.95,2.95,normal,Normal
2025-11-12 18:54:23,dev_018,DoorLock,10.68.176.42,192.168.1.1,coap,29737,502,134,505,3.77,1.96,normal,Normal
2025-11-12 18:46:18,dev_007,DoorLock,10.237.110.233,192.168.1.1,coap,21789,502,145,2267,15.63,1.32,normal,Normal
2025-11-12 18:48:21,dev_003,SmartCam,10.115.216.104,192.168.1.1,mqtt,34671,5683,149,5502,36.93,1.62,normal,Normal
2025-11-12 18:56:44,dev_001,DoorSensor,10.243.163.37,192.168.1.1,udp,27610,502,77,1438,18.68,2.32,normal,Normal
2025-11-12 18:49:42,dev_012,SmartLight,10.82.163.105,192.168.1.1,mqtt,39130,80,47,1380,29.36,0.78,normal,Normal
2025-11-12 18:52:47,dev_015,SmartPlug,10.195.163.166,192.168.1.1,mqtt,28459,80,58,975,16.81,0.24,normal,Normal
2025-11-12 18:49:19,dev_005,WeatherNode,10.88.221.79,192.168.1.1,coap,31835,443,106,3073,28.99,0.29,normal,Normal
2025-11-12 18:50:13,dev_018,DoorLock,10.68.176.42,192.168.1.1,coap,29612,1883,120,618,5.15,1.63,normal,Normal
2025-11-12 18:54:39,dev_016,WeatherNode,10.81.98.5,192.168.1.1,udp,27998,502,43,1222,28.42,2.08,normal,Normal
2025-11-12 18:49:34,dev_013,SmartLight,10.187.191.20,192.168.1.1,http,33638,502,34,2492,73.29,4.22,normal,Normal
2025-11-12 18:55:57,dev_017,IndustrialSensor,10.230.78.152,192.168.1.1,mqtt,26387,5683,306,4170,13.63,3.29,normal,Normal
2025-11-12 18:48:05,dev_018,DoorLock,10.68.176.42,192.168.1.1,coap,29548,80,154,593,3.85,3.31,normal,Normal
2025-11-12 18:51:05,dev_009,Thermostat,10.121.218.157,192.168.1.1,mqtt,23192,443,50,1915,38.3,5.77,normal,Normal
2025-11-12 18:49:39,dev_002,WeatherNode,10.247.115.232,192.168.1.1,udp,39293,502,136,926,6.81,0.24,normal,Normal
2025-11-12 18:49:28,dev_001,DoorSensor,10.243.163.37,192.168.1.1,coap,27392,5683,86,1005,11.69,3.34,normal,Normal
2025-11-12 18:58:28,dev_014,IndustrialSensor,10.214.98.89,192.168.1.1,mqtt,29566,443,220,3702,16.83,4.32,normal,Normal
2025-11-12 18:53:10,dev_001,DoorSensor,10.243.163.37,192.168.1.1,coap,27503,1883,70,916,13.09,0.5,normal,Normal
2025-11-12 18:48:00,dev_011,Thermostat,10.188.167.2,192.168.1.1,coap,21403,502,101,1312,12.99,4.01,normal,Normal
2025-11-12 18:57:43,dev_008,SmartPlug,10.64.75.170,192.168.1.1,http,27250,80,528,6637,12.57,39.41,DoS,Attack
2025-11-12 18:55:30,dev_010,SmartCam,10.34.14.52,192.168.1.1,tcp,30269,1883,356,2222,6.24,2.46,normal,Normal
2025-11-12 18:57:56,dev_020,SmartLight,10.108.38.53,192.168.1.1,http,24728,502,80,515,6.44,4.33,normal,Normal
2025-11-12 18:57:44,dev_014,IndustrialSensor,10.214.98.89,192.168.1.1,mqtt,29544,1883,130,3720,28.62,4.98,normal,Normal
2025-11-12 18:48:42,dev_010,SmartCam,10.34.14.52,192.168.1.1,mqtt,30065,5683,343,2694,7.85,0.52,normal,Normal
2025-11-12 18:51:39,dev_008,SmartPlug,10.64.75.170,192.168.1.1,http,27068,443,104,1787,17.18,1.63,normal,Normal
2025-11-12 18:53:01,dev_017,IndustrialSensor,10.230.78.152,192.168.1.1,udp,26299,5683,353,5254,14.88,5.11,normal,Normal
2025-11-12 18:53:20,dev_013,SmartLight,10.187.191.20,192.168.1.1,mqtt,33751,502,52,2111,40.6,4.62,normal,Normal
2025-11-12 18:54:11,dev_019,SmartPlug,10.215.64.136,192.168.1.1,http,28115,443,48,1742,36.29,3.57,normal,Normal
2025-11-12 18:49:49,dev_018,DoorLock,10.68.176.42,192.168.1.1,http,29600,80,126,642,5.1,2.55,normal,Normal
2025-11-12 18:50:53,dev_015,SmartPlug,10.195.163.166,192.168.1.1,http,28402,1883,71,750,10.56,1.91,normal,Normal
2025-11-12 18:50:37,dev_008,SmartPlug,10.64.75.170,192.168.1.1,http,27037,80,119,1990,16.72,1.58,normal,Normal
2025-11-12 18:58:45,dev_009,Thermostat,10.121.218.157,192.168.1.1,mqtt,23422,80,38,2580,67.89,4.35,normal,Normal
2025-11-12 18:49:32,dev_020,SmartLight,10.108.38.53,192.168.1.1,http,24476,1883,75,555,7.4,1.73,normal,Normal
2025-11-12 18:52:20,dev_001,DoorSensor,10.243.163.37,192.168.1.1,udp,27478,502,83,1155,13.92,2.11,normal,Normal
2025-11-12 18:50:38,dev_007,DoorLock,10.237.110.233,192.168.1.1,coap,21919,5683,100,2404,24.04,0.74,normal,Normal
2025-11-12 18:49:21,dev_018,DoorLock,10.68.176.42,192.168.1.1,coap,29586,443,114,628,5.51,3.02,normal,Normal
2025-11-12 18:51:52,dev_004,IndustrialSensor,10.144.249.128,192.168.1.1,udp,39734,80,213,3758,17.64,5.24,normal,Normal
2025-11-12 18:49:54,dev_010,SmartCam,10.34.14.52,192.168.1.1,mqtt,30101,502,227,2320,10.22,2.11,normal,Normal
2025-11-12 18:58:39,dev_017,IndustrialSensor,10.230.78.152,192.168.1.1,udp,26468,1883,263,5261,20.0,0.53,normal,Normal
2025-11-12 18:48:38,dev_010,SmartCam,10.34.14.52,192.168.1.1,tcp,30063,80,353,1782,5.05,1.11,normal,Normal
2025-11-12 18:54:34,dev_011,Thermostat,10.188.167.2,192.168.1.1,mqtt,21600,80,82,1031,12.57,5.34,normal,Normal
2025-11-12 18:54:00,dev_012,SmartLight,10.82.163.105,192.168.1.1,mqtt,39259,443,57,2088,36.63,1.82,normal,Normal
2025-11-12 18:51:43,dev_015,SmartPlug,10.195.163.166,192.168.1.1,mqtt,28427,443,73,779,10.67,2.83,normal,Normal
2025-11-12 18:56:33,dev_008,SmartPlug,10.64.75.170,192.168.1.1,mqtt,27215,5683,132,1484,11.24,5.0,normal,Normal
2025-11-12 18:51:35,dev_003,SmartCam,10.115.216.104,192.168.1.1,tcp,34768,5683,184,4927,26.78,2.78,normal,Normal
2025-11-12 18:51:33,dev_005,WeatherNode,10.88.221.79,192.168.1.1,udp,31902,80,144,2343,16.27,2.5,normal,Normal
2025-11-12 18:49:39,dev_017,IndustrialSensor,10.230.78.152,192.168.1.1,udp,26198,80,293,4208,14.36,2.88,normal,Normal
2025-11-12 18:53:13,dev_009,Thermostat,10.121.218.157,192.168.1.1,mqtt,23256,80,49,1621,33.08,2.37,normal,Normal
2025-11-12 18:53:02,dev_014,IndustrialSensor,10.214.98.89,192.168.1.1,mqtt,29403,80,203,3030,14.93,0.39,normal,Normal
2025-11-12 18:53:36,dev_004,IndustrialSensor,10.144.249.128,192.168.1.1,mqtt,39786,1883,376,4103,10.91,3.58,normal,Normal
2025-11-12 18:46:36,dev_007,DoorLock,10.237.110.233,192.168.1.1,coap,21798,443,104,1956,18.81,2.36,normal,Normal
2025-11-12 18:55:38,dev_012,SmartLight,10.82.163.105,192.168.1.1,http,39308,80,62,2368,38.19,3.65,normal,Normal
2025-11-12 18:55:33,dev_018,DoorLock,10.68.176.42,192.168.1.1,coap,29772,502,129,698,5.41,1.22,normal,Normal
2025-11-12 18:52:05,dev_019,SmartPlug,10.215.64.136,192.168.1.1,http,28052,502,59,1369,23.2,5.21,normal,Normal
2025-11-12 18:55:19,dev_016,WeatherNode,10.81.98.5,192.168.1.1,coap,28018,1883,41,1532,37.37,4.36,normal,Normal
2025-11-12 18:50:40,dev_012,SmartLight,10.82.163.105,192.168.1.1,http,39159,502,49,1837,37.49,3.66,normal,Normal
2025-11-12 18:48:38,dev_007,DoorLock,10.237.110.233,192.168.1.1,coap,21859,1883,137,2892,21.11,4.57,normal,Normal
2025-11-12 18:54:12,dev_007,DoorLock,10.237.110.233,192.168.1.1,coap,22026,5683,94,2175,23.14,4.14,normal,Normal
2025-11-12 18:49:15,dev_008,SmartPlug,10.64.75.170,192.168.1.1,http,26996,502,118,2605,22.08,5.59,normal,Normal
2025-11-12 18:56:05,dev_005,WeatherNode,10.88.221.79,192.168.1.1,coap,32038,5683,435,19087,43.88,33.61,DoS,Attack
2025-11-12 18:49:17,dev_003,SmartCam,10.115.216.104,192.168.1.1,mqtt,34699,443,762,39792,52.22,27.53,DoS,Attack
2025-11-12 18:48:33,dev_019,SmartPlug,10.215.64.136,192.168.1.1,http,27946,1883,43,1740,40.47,2.31,normal,Normal
2025-11-12 18:54:16,dev_014,IndustrialSensor,10.214.98.89,192.168.1.1,udp,29440,1883,169,2497,14.78,1.87,normal,Normal
2025-11-12 18:53:15,dev_005,WeatherNode,10.88.221.79,192.168.1.1,coap,31953,80,130,1348,10.37,0.71,normal,Normal
2025-11-12 18:51:32,dev_013,SmartLight,10.187.191.20,192.168.1.1,mqtt,33697,5683,56,2535,45.27,2.14,normal,Normal
2025-11-12 18:49:21,dev_019,SmartPlug,10.215.64.136,192.168.1.1,mqtt,27970,443,31,2622,84.58,5.25,normal,Normal
2025-11-12 18:56:36,dev_013,SmartLight,10.187.191.20,192.168.1.1,mqtt,33849,1883,42,1538,36.62,4.69,normal,Normal
2025-11-12 18:55:26,dev_010,SmartCam,10.34.14.52,192.168.1.1,tcp,30267,502,462,2513,5.44,1.16,normal,Normal
2025-11-12 18:46:27,dev_002,WeatherNode,10.247.115.232,192.168.1.1,udp,39197,1883,150,1649,10.99,4.11,normal,Normal
2025-11-12 18:55:53,dev_005,WeatherNode,10.88.221.79,192.168.1.1,udp,32032,502,124,2904,23.42,4.72,normal,Normal
2025-11-12 18:48:46,dev_010,SmartCam,10.34.14.52,192.168.1.1,udp,30067,5683,342,1692,4.95,2.93,normal,Normal
2025-11-12 18:53:09,dev_002,WeatherNode,10.247.115.232,192.168.1.1,coap,39398,1883,163,1029,6.31,0.32,normal,Normal
2025-11-12 18:52:50,dev_010,SmartCam,10.34.14.52,192.168.1.1,mqtt,30189,443,276,2884,10.45,5.59,normal,Normal
2025-11-12 18:56:06,dev_011,Thermostat,10.188.167.2,192.168.1.1,coap,21646,502,95,1737,18.28,5.25,normal,Normal
2025-11-12 18:51:41,dev_002,WeatherNode,10.247.115.232,192.168.1.1,udp,39354,502,165,1511,9.16,3.97,normal,Normal
2025-11-12 18:50:27,dev_009,Thermostat,10.121.218.157,192.168.1.1,coap,23173,443,32,1835,57.34,1.68,normal,Normal
2025-11-12 18:54:16,dev_007,DoorLock,10.237.110.233,192.168.1.1,coap,22028,443,129,2495,19.34,2.34,normal,Normal
2025-11-12 18:55:35,dev_015,SmartPlug,10.195.163.166,192.168.1.1,http,28543,5683,69,1130,16.38,1.93,normal,Normal
2025-11-12 18:51:46,dev_012,SmartLight,10.82.163.105,192.168.1.1,mqtt,39192,443,39,1634,41.9,3.04,normal,Normal
2025-11-12 18:51:37,dev_005,WeatherNode,10.88.221.79,192.168.1.1,coap,31904,5683,137,1901,13.88,1.14,normal,Normal
2025-11-12 18:48:44,dev_011,Thermostat,10.188.167.2,192.168.1.1,mqtt,21425,80,93,864,9.29,4.13,normal,Normal
2025-11-12 18:52:43,dev_008,SmartPlug,10.64.75.170,192.168.1.1,http,27100,5683,416,15317,36.82,40.25,DoS,Attack
2025-11-12 18:50:42,dev_010,SmartCam,10.34.14.52,192.168.1.1,mqtt,30125,443,316,2904,9.19,2.67,normal,Normal
2025-11-12 18:47:13,dev_018,DoorLock,10.68.176.42,192.168.1.1,coap,29522,80,148,582,3.93,3.31,normal,Normal
2025-11-12 18:52:39,dev_005,WeatherNode,10.88.221.79,192.168.1.1,udp,31935,5683,118,1926,16.32,2.98,normal,Normal
2025-11-12 18:53:28,dev_004,IndustrialSensor,10.144.249.128,192.168.1.1,mqtt,39782,443,368,3688,10.02,5.43,normal,Normal
2025-11-12 18:55:20,dev_011,Thermostat,10.188.167.2,192.168.1.1,mqtt,21623,1883,80,1576,19.7,3.59,normal,Normal
2025-11-12 18:49:48,dev_014,IndustrialSensor,10.214.98.89,192.168.1.1,udp,29306,5683,183,2827,15.45,5.16,normal,Normal
2025-11-12 18:49:33,dev_019,SmartPlug,10.215.64.136,192.168.1.1,mqtt,27976,502,38,2270,59.74,1.78,normal,Normal
2025-11-12 18:50:47,dev_016,WeatherNode,10.81.98.5,192.168.1.1,udp,27882,443,78,22487,288.29,194.86,DataExfil,Attack
2025-11-12 18:57:45,dev_015,SmartPlug,10.195.163.166,192.168.1.1,http,28608,80,45,723,16.07,2.58,normal,Normal
